ImageId,Feature_DAISY_1,Feature_DAISY_2,Feature_DAISY_3,Feature_DAISY_4,Feature_DAISY_5,Feature_DAISY_6,Feature_DAISY_7,Feature_DAISY_8,Feature_DAISY_9,Feature_DAISY_10,Feature_DAISY_11,Feature_DAISY_12,Feature_DAISY_13,Feature_DAISY_14,Feature_DAISY_15,Feature_DAISY_16,Feature_DAISY_17,Feature_DAISY_18,Feature_DAISY_19,Feature_DAISY_20,Feature_DAISY_21,Feature_DAISY_22,Feature_DAISY_23,Feature_DAISY_24,Feature_DAISY_25,Feature_DAISY_26,Feature_DAISY_27,Feature_DAISY_28,Feature_DAISY_29,Feature_DAISY_30,Feature_DAISY_31,Feature_DAISY_32,Feature_DAISY_33,Feature_DAISY_34,Feature_DAISY_35,Feature_DAISY_36,Classe
Foto_1,0.0928090203454928,0.11104270835215646,0.10890645405582816,0.1126480255602909,0.02784880025332153,0.05462133137154906,0.06103884742298754,0.056667646531558744,0.0489344394660562,0.0511893188610069,0.059657847637448136,0.05822672334930001,0.05637209081760384,0.04472349395211655,0.031237450673058845,0.04695510958979145,0.05837127852638022,0.07728847952738907,0.06833433979886436,0.054375729042000595,-0.10948096497746593,-0.08625762204683617,-0.07620646899507239,-0.08967475960153594,-0.087155613102768,-0.08252343534818046,-0.0804353186057054,-0.07585049933927998,-0.05863647769300704,-0.06223812025283419,-0.07257223329965899,-0.06637373251867307,-0.06731178355187117,-0.05360521697681849,-0.06204846729703539,-0.07022253334402846,Freeflowing
Foto_10,-0.1614204051758037,-0.25941030870029563,-0.159751040787907,-0.251301065696434,-0.035195284371945135,-0.14526995854122376,-0.08566624028573422,-0.14507890829340775,-0.0881578675582159,-0.14573389834860465,-0.08476209178835262,-0.15917508395435304,-0.07283340998932598,-0.14669560679199772,-0.06558637725426335,-0.1441823503116592,-0.05889229072186062,-0.1592922744974144,-0.05434274463076759,-0.12371824681607825,0.21770330062863796,0.14558358738873528,0.20852676802882156,0.15461648216178087,0.21397911445924325,0.14572079489470552,0.20571198119676956,0.11019291992422806,0.11705910915392531,0.036911554342386306,0.13059405042090153,0.04042246373951348,0.2185533035050891,0.11312708228590569,0.20816252191069531,0.12952399261766223,Freeflowing
Foto_100,-0.010997618746356252,-0.06610492517885456,-0.03305328189953071,-0.040037443542605494,0.02360480760542242,-0.030390014460702722,0.0074887105426840305,-0.011779528646313367,0.0062552161914722244,-0.03401182192116634,-0.01350979543887969,-0.018886301745213583,-0.04414009181933028,-0.0708336718755853,-0.040234183557444916,-0.050092045932942315,-0.0034326789152651412,-0.04165923231203517,-0.02134198775502746,-0.03602862185596016,0.12602480311433015,0.06344421079048586,0.10220627586142245,0.07718193564216899,0.029870180645044517,-0.005476879401663147,0.01614409618707117,-0.0028767123731634012,-0.01149408949082529,-0.04768312921795577,-0.010955963003165276,-0.03425404049343403,0.0771151843623655,0.01732814816956868,0.061322960342264,0.03357582094178414,Freeflowing
Foto_101,-0.1538990475257689,-0.07045637109416197,-0.06780161945221791,-0.09091630839200454,-0.05976224001493078,-0.044905353442467,-0.05935945569527243,-0.0591498188313076,-0.08992253728722734,-0.02450197665120005,-0.022163177558897223,-0.0199900417779834,-0.032359562864151495,0.010899150894978468,0.011839923657466141,-0.005496050713120836,-0.10821548622128672,-0.05649506649245694,-0.04770393293851149,-0.03657873297284883,0.020543619933245296,0.044366651192627955,0.04114809772922348,0.04984029530880356,0.07707838172521393,0.10991930060357076,0.11997797594486795,0.12236775024510518,0.08917159705178097,0.11788545193883589,0.12175846479140046,0.11810340906486118,-0.04195670800848413,-0.016264663654518688,-0.00471353570332067,-0.0020302467051624613,Freeflowing
Foto_102,0.015534070356227475,-0.0011644902305206488,-0.016671865019960506,0.0016904379624668863,0.02348419460452926,0.02773611459939785,0.030634426480618576,0.026955756511839856,0.026098732831035865,0.007800708208245311,0.0009483713897655767,0.017206664092978642,-0.054545396419693346,-0.04808658952714282,-0.05161518682020719,-0.04800530362824225,0.029002445011539514,0.013336955001350978,0.004082491650189221,0.028117624079271864,0.0998210478423345,0.08544208894397867,0.08721951515808278,0.09183390367642266,-0.019358052059940532,-0.03309284142513143,-0.03201371413206386,-0.023143804696863106,-0.07929450990228509,-0.08726669416670024,-0.08825260851809792,-0.07837428211985573,0.009787051970554418,0.008168973973905412,-0.001231943809723598,0.013649765411733085,Freeflowing
Foto_103,-0.1997263028214584,-0.14215256943503085,-0.16650999889635307,-0.1271055325768207,-0.09042676467362172,-0.06768422345463262,-0.08127742610182453,-0.045515636790936356,-0.14952404656894974,-0.07235118495401943,-0.11518392730952387,-0.08926278723616038,-0.10595041692110244,-0.06083572581894027,-0.0853475624383363,-0.0547249719488969,-0.08154677214269922,-0.04423423081248202,-0.05273258205438349,-0.014141354914939024,0.08359956980474784,0.10211200340025245,0.09124014089690298,0.12036648447787152,0.02066678265010528,0.09802377859245075,0.05040632369427091,0.08352284069337838,0.06220487939732633,0.12494371221832441,0.09523076701565471,0.13126366832845152,0.1476090934049076,0.1726919282026549,0.1677819718790076,0.1920553133515307,Freeflowing
Foto_104,-0.1538037242274043,-0.049040518504246074,-0.08528761744581581,-0.0253649390868513,-0.06942028949796301,-0.023946635877355973,-0.06938954935751963,-0.007444610347613563,-0.11856097819175666,-0.022845902044844057,-0.06468897941155045,-0.027943235574719536,-0.07701589588485681,-0.009569541880358585,-0.04093715888528173,0.0017386383122903947,-0.10606371566917303,-0.020230993589902716,-0.05906858181626937,-0.018285975280446468,0.09160937672920799,0.1539855064939781,0.10992626515552066,0.1712129440222593,-0.04400190078816492,0.023277550383517344,-0.011177203969396313,0.04200224442055863,-0.009052675854766509,0.08458556816556487,0.038656970988135655,0.09108771878573423,0.016918018439506712,0.09342898536778559,0.044144918006881834,0.09812560289262051,Freeflowing
Foto_105,-0.06566997296278133,-0.01210919851921969,-0.09134757167061483,0.0198966162173663,-0.10106184064968439,-0.01569323459722289,-0.05765509740733011,0.016677171552507808,-0.033482540727764416,0.01538906865199121,-0.04459870383308231,0.022326596756833707,-0.042288371493476536,-0.024302091311022442,-0.08313846628548742,-0.004006427961991897,-0.06652849956474381,-0.013020979969551495,-0.09076127675206365,-0.01964478955870147,0.019615036540854197,0.08677849954567836,0.01757395755437971,0.09432660241300689,0.02562259504308905,0.08429509990994451,0.025066409913435027,0.09150491949445305,0.028759647478972958,0.056042194463484137,-0.003953183654054407,0.05525632810913988,-0.009539172558298744,0.06885462095412069,-0.017257379953061685,0.06025434831743073,Freeflowing
Foto_106,0.0020360218943850554,-0.12379753010897318,0.010766756307167556,-0.10456445588611453,0.06605024882967599,-0.08174992457764396,0.01703138272893177,-0.06644380816160904,-0.01225155716629364,-0.11275122563206383,-0.010428295988977933,-0.10504178730534623,-0.0033174497441760954,-0.0581775994382314,0.05183441901652908,-0.043509749472877654,-0.013356505547213213,-0.12096889514258348,-0.006340140656556857,-0.10018799727449669,0.27532158159580034,0.06908109311548428,0.16284508828835242,0.07820168258014963,0.059047436539146264,-0.043026640305934005,0.05939642475858821,-0.04258826110250821,0.08315193568134428,0.010017526758184342,0.12731943822752567,0.025369248462805277,0.020558933228184022,-0.09159783987731054,0.026697252543307914,-0.08107660186504084,Freeflowing
Foto_107,0.030463440803386376,0.12184662126357312,0.04220576568540241,0.14289792113730182,-0.039090118930401214,0.048983636678486625,-0.009144477526619205,0.07299428865193769,0.004218090390575896,0.067777322702123,0.009560456377867253,0.08529879667069581,-0.009489242048313494,0.033515492267119015,-0.027738921831810523,0.050948215734987125,-0.03209771063314222,0.04826152478323803,-0.029081791144329655,0.02522907680330663,-0.0560527243415247,0.0019768137315347733,-0.08016448818069642,0.010809168591061557,-0.05063509776157259,0.011876017032379093,-0.05019916006779526,0.03209868943946913,-0.04633730938218135,0.0013961602807423287,-0.06029907996313926,0.00827229535786861,-0.10861257323743262,-0.029258902769863173,-0.11424550228441184,-0.03502427247126588,Freeflowing
