ImageId,Feature_BRIEF_1,Feature_BRIEF_2,Feature_BRIEF_3,Feature_BRIEF_4,Feature_BRIEF_5,Feature_BRIEF_6,Feature_BRIEF_7,Feature_BRIEF_8,Feature_BRIEF_9,Feature_BRIEF_10,Feature_BRIEF_11,Feature_BRIEF_12,Feature_BRIEF_13,Feature_BRIEF_14,Feature_BRIEF_15,Feature_BRIEF_16,Feature_BRIEF_17,Feature_BRIEF_18,Feature_BRIEF_19,Feature_BRIEF_20,Feature_BRIEF_21,Feature_BRIEF_22,Feature_BRIEF_23,Feature_BRIEF_24,Feature_BRIEF_25,Feature_BRIEF_26,Feature_BRIEF_27,Feature_BRIEF_28,Feature_BRIEF_29,Feature_BRIEF_30,Feature_BRIEF_31,Feature_BRIEF_32,Classe
Foto_1,0.8645536393317474,-0.3797561609550467,1.408384836223654,0.5770550645195992,0.7248716431477119,0.0922199253181586,-0.25010004505747924,-0.5492593490183595,0.8676008248715306,1.3896705241484923,0.42161900923257334,0.5833272311107465,-0.1485935122919609,0.22895796129045426,1.0269149929683008,1.5460294487192194,0.17985273156050888,1.1249221867572343,1.184120747572162,0.11061557901127371,0.16032566001336176,-0.3043324372464132,1.2748488176687225,-0.389196494958054,0.59503889298389,1.0007624364372696,0.2731897807952412,-0.02242896114471286,1.5866119129339376,1.4185955475421543,0.2257345258206201,0.25719322016614554,Freeflowing
Foto_10,-0.9726970614256927,0.007325459156957935,-0.5608466204290353,-0.6286158035716993,-0.7002971685718485,0.2951800600912507,0.5707054650833753,0.5943267583795712,-0.4105975352216877,-1.1716190629332535,-1.3667128634805863,-1.1128687894569196,-0.2490818096525053,-0.43458693933747305,-0.9829287382329992,-0.44654555802379553,0.07001360618398259,-1.6943999670243894,-0.0565347639745786,0.016348545002975806,-0.8472879994491813,-0.13473696160825052,-0.6393277455904645,0.7376574071801295,-1.5957307103284566,-1.2549116006819583,-0.22869906102281568,0.24639328640257577,-0.5187900951135292,-1.3938585871425042,-0.18325455833957072,-0.16129060992871197,Freeflowing
Foto_100,-1.2868330016697656,-0.44305943767221073,-1.1184141398029166,-1.1003496745378312,-0.24614835296614976,-0.5557681074744946,0.8564607282717558,0.7301042075358811,-1.5338885288600723,-0.982271277723771,0.19147158804919132,1.4151641286828527,-1.4625333906782736,0.158077825789288,-0.13552287733575044,0.4822427700592342,-0.8706949565722834,0.12083598409029724,-1.0178153023118428,0.5767215547159256,1.4251853691320695,-0.6665587856630588,-1.1550484800843204,0.5051715558097634,-1.8738737157023815,-1.446629830899949,-0.6996710613230805,0.15762572352611479,-0.8252866889432279,0.6294221925391205,-0.13848327774461805,0.320859376331702,Freeflowing
Foto_101,0.21702729386992262,-0.6544835626404911,0.40786583058084724,0.3800873841802792,-0.09656776832057491,-0.009848079322310679,-0.5416468619655922,-1.1585660256049297,0.24031329021344458,0.7709509024053318,0.11245206504084172,-0.11358196079109113,1.4880379656555445,-0.5509921361112656,-0.16889954347985475,0.3155775086434067,0.7519078367246348,0.6704266296586262,0.4976748032346375,-0.35181840954766747,-0.5067343817519011,0.15114334813635086,0.8129910626371759,-0.706222159339952,1.4059628703005407,1.469853448685881,0.10792229094180072,-0.842138240341529,0.6719292670859338,0.5522016905819634,0.013761787843471013,-0.3273865364756762,Freeflowing
Foto_102,-0.5096819196090282,-0.779894120306861,-0.22925146989181214,-0.8750406365716544,-0.11096010748816716,-1.1296513414352645,-0.28096216926390655,0.9401903641544793,-0.959859055102219,0.6932433382100834,-1.63084370216948,0.4654277790472118,-0.9657042618750653,0.06959516539639524,0.14865820938392996,-0.597809934895609,-0.6094461585341273,0.24469664963318535,-1.1519962002998103,-0.2874868922674579,-0.4858074276891634,-0.06339986052319818,-0.518115383841424,0.01601852718776353,-0.7691927816169051,-0.7615950511723348,-0.5842191976969469,-0.6049773222413156,-0.7713093907202262,0.5204810545459423,-1.4529674205856375,0.18258268323815094,Freeflowing
Foto_103,-0.48208300602630333,0.2897541443359698,-0.34430023200647786,0.42830048417279354,-0.16950424059795335,0.48435131222546135,0.7880393903437986,0.18341831682663678,-0.17215965392121174,0.05378703984716782,0.9189579399693919,1.1964481984722026,0.27995721813404073,-0.08666347454975837,0.1268425963576308,0.9298957426128253,0.45790095304856954,0.12394839997903354,-0.1731359099562423,1.0554030088478217,1.7700483007745063,0.9141216691130996,-0.30399678862182294,0.6093643937282499,0.0060610580724141435,0.010618129305357394,0.5658440803129142,0.861262202000867,-0.2237913942009292,-0.005398657983648308,0.7266890792558974,1.1031994903647366,Freeflowing
Foto_104,-0.26021247906979006,-0.2971989088977817,-0.6116771118637166,0.3741267863875325,-0.80819822186469,1.0247373600315646,0.46939433243974227,-1.5123729977124123,0.36372574710822897,-0.5944669549117041,1.5002259056232805,0.46056749797403285,-0.15324118066188516,-0.07050881157095482,0.21102834624783537,0.860669166164075,0.7529796356259407,-0.09007182491501041,0.4837163374843621,0.277686726437393,0.8004623254996246,0.17182801399991146,-7.879056422785591e-05,-0.04594374597198583,0.6690066637763141,0.7760075277274675,-0.7332741748141005,-0.01069442095665203,-0.7131065741763636,-0.3767872593719245,-0.9896350019547193,0.832912669147152,Freeflowing
Foto_105,-0.041393821522027786,0.0187405125935951,-0.38920052910888703,0.9023631339596738,-0.327593049672466,0.04690889132077259,0.7477645262699448,-0.24498277781731737,-0.337565743690891,0.10820716867655994,0.9985398058199999,0.6514341249784749,1.4155316405402734,-0.13184339548806906,0.2551265540458181,-0.22466239112320746,0.37834355592159574,1.072540684388766,0.023303143998822315,0.5695597037546909,0.4881024541312606,0.5050384800293988,0.09031945405713164,0.19505538854506954,0.8970211565661086,0.7178782850849711,-0.2611559683920086,0.207949975073914,-0.27023737592796976,0.29688793287089177,-0.397414348334593,0.8955742657347375,Freeflowing
Foto_106,-1.0137781396182803,-1.0204646785146598,-0.705712377330963,-0.18643018388614618,-1.472779928714015,-1.6131318670627546,-0.21441288228916952,-1.4689082099934205,-1.8758448432499903,-0.8535410677721381,-0.7144804535116775,-2.4578207732774455,0.4179821683614796,-0.6266246696565921,-1.5587928739363324,-1.8497231321848968,-1.7322727683478611,-1.2542244835983527,-2.7842553657806985,-1.1332958226914756,-1.2827382429991492,-0.047850905889251956,-0.6684651888090472,-0.2935536769786638,-1.2106311602661652,-0.4429890712324319,0.23581300156772952,-1.4929301632076422,-0.4797427707433571,-0.9886017968829668,-1.5997272715320832,-1.719923934725545,Freeflowing
Foto_107,-1.3739704439075413,-0.7489991443541896,0.1476691302933279,0.729801887154806,0.05833695290126773,1.805100297518523,-0.12656288214060485,-0.8493108541214763,-0.31254482856453136,-0.31278873393640183,0.11893194613860124,1.832678683076478,-0.10700702282182355,-0.3461060529712783,0.0747192579147387,0.4093357682148643,0.13217029656287557,0.13074448466850808,0.9391196357670957,0.37267244696156154,0.8113231605070371,-0.01525925819888564,-0.4490465527261862,0.12506561960748658,1.254359105425938,1.879486317507017,-0.8537526970587087,0.8532142913626956,-1.0516988536569514,-0.5826439048129726,-0.21968674211597428,1.7569842326425256,Freeflowing
