ImageId,Feature_LBP_1,Feature_LBP_2,Feature_LBP_3,Feature_LBP_4,Feature_LBP_5,Feature_LBP_6,Feature_LBP_7,Feature_LBP_8,Feature_LBP_9,Feature_LBP_10,Classe
Foto_94,-0.9537606740081462,-0.6128007858057224,-1.3178958861765835,-0.21158505529166347,-0.39992695640082726,1.5636447605049748,-0.32791387656497045,0.013837364163122147,2.0444479450291486,0.20195316455066634,Freeflowing
Foto_95,-0.7265868141804877,-0.5116803306994913,-1.103441015832525,-0.4226090857054188,-0.5812061614315417,1.2331667224916034,-0.4084619287157646,-0.095269933517171,2.3937920360507303,0.2222965115400656,Freeflowing
Foto_96,-0.6753756696069011,-0.525441375824057,-0.8890879838794628,-0.3660662566397744,-0.5864221147133482,1.205166818319621,-0.3783043636416391,-0.21123672005618435,2.520029034599955,-0.09326136855820952,Freeflowing
Foto_97,-0.7391280461235751,-0.5706113685492731,-0.8203461355730454,-0.2832767831860211,-0.48529824937966143,1.2164347829584756,-0.3574216394825199,-0.24120965969729627,2.5319320576014617,-0.25107495856854584,Freeflowing
Foto_98,-1.1116842521241808,-0.6856061484071828,-1.1768123870624823,-0.03924727433927305,-0.24334067394243838,1.7322758611772566,-0.17612995329390058,-0.05486666716604585,1.943752973753078,-0.18834147859483222,Freeflowing
Foto_99,-0.9701996268528643,-0.6528290713742465,-1.0558181894885312,-0.12689834730059144,-0.326813534813969,1.5912085178611561,-0.2854173754037146,-0.08550218789033699,2.1697572517876047,-0.2574874365245068,Freeflowing
Foto_100,-0.816604245119557,-0.5898663636469438,-0.8305191178455475,-0.22708575329076294,-0.4296589673954729,1.3090168037105459,-0.2875284816942842,-0.2639228940341218,2.466622398571407,-0.33045337925526386,Freeflowing
Foto_101,-0.931272275986892,-0.6798729838572254,-0.9686693426328774,0.005716205624215308,-0.42932685674609844,1.6150698189294,-0.26942951285480327,-0.1187747899976868,2.1678496538581773,-0.3912899163362083,Freeflowing
Foto_102,-0.8437554607767568,-0.6029576694591892,-0.847136197979361,-0.23879486399376051,-0.43647230910452656,1.3891895677961625,-0.26781817394064605,-0.2682646864013674,2.408386153139764,-0.2923763592803186,Freeflowing
Foto_103,-0.9045586959563344,-0.6480724178226732,-1.0342436691913117,-0.07149895436043296,-0.4670421278220254,1.4827982789017664,-0.31941432938344405,-0.06885559171883053,2.2606678126169397,-0.22978030526365417,Freeflowing
Foto_104,-0.9706095696878366,-0.6908287413829998,-1.0148337300996577,-0.02845927835828062,-0.337493739543476,1.655419547961249,-0.2661545930415055,-0.10231897286299727,2.117367254646385,-0.36208817763087897,Freeflowing
Foto_105,-0.9673196810835921,-0.6834537470321046,-1.0014526092002483,-0.05270724240607179,-0.32877136431660947,1.6918979801894345,-0.25105331260483843,-0.12719954486725757,2.0974421766699693,-0.3773826553486824,Freeflowing
Foto_106,-0.6509640927244567,-0.550812901516276,-0.6610351622314246,-0.27101434544537706,-0.4790099059573385,1.0496478942993681,-0.3660367512564906,-0.3169402874100222,2.651833827021299,-0.40566827477928086,Freeflowing
Foto_107,-0.9745667714126574,-0.6742878415002358,-0.9759502097415458,-0.04715340325200892,-0.33134076102314886,1.6567329301331946,-0.2554700905651606,-0.11952907161596305,2.1305969640493054,-0.40903174507177986,Freeflowing
Foto_108,-0.8049047587073005,-0.5967040218918451,-0.7970336108970516,-0.20663834356590235,-0.44803993693436245,1.266213201950368,-0.2861783635431542,-0.2638077329245521,2.496657067535966,-0.35956350102216633,Freeflowing
Foto_109,-0.9919512418862302,-0.6789669169462146,-1.251999093308915,-0.07967248232102551,-0.3599062263689959,1.5971984550509168,-0.2978037097718161,0.02475861524040125,2.052101963856461,-0.013759363544582442,Freeflowing
Foto_110,-0.7115287373565473,-0.5699812001479401,-0.7688992328258045,-0.2713517882478475,-0.48804738403788656,1.1945400798566632,-0.3670814419780744,-0.25598569268716675,2.5567949238876775,-0.3184595264630734,Freeflowing
Foto_111,-0.8100349806007294,-0.604850768728482,-0.8612008405409537,-0.21231878979775465,-0.44536430962727436,1.2763733870126603,-0.3059275768130757,-0.22579376817895871,2.4771436827599564,-0.2880260354853891,Freeflowing
Foto_112,-1.042727061657388,-0.5629372257190248,-1.5040426964930091,-0.2740924172367388,-0.31077112307575944,1.6447972301502496,-0.32115443318459963,0.1292384988092543,1.7627893904779808,0.47889983792903373,Freeflowing
Foto_113,-0.7035656568152744,-0.5782339871954902,-0.7620165512882873,-0.2678357319233302,-0.47707541911039064,1.18193626289011,-0.3629091543565116,-0.2714086614804198,2.5657207149460515,-0.3246118156664573,Freeflowing
Foto_114,-0.9503145734089897,-0.5961513260568547,-1.276742797413879,-0.210027797894417,-0.5143546751694696,1.5931820794163616,-0.3036335016913716,0.047171207677307876,2.03445063446844,0.17642075007287122,Freeflowing
Foto_115,-1.1122422133532874,-0.7063359264687472,-1.1644090976349972,0.005935596020745783,-0.21950645159950527,1.8438505067302409,-0.16503537631595333,-0.07434241848344013,1.8352789162033873,-0.24319353509844424,Freeflowing
Foto_116,-0.7386954888575105,-0.5545461943259125,-0.8353078939927528,-0.31317609488743203,-0.49339910246816415,1.1884033850593168,-0.34986435000208116,-0.23040224211999583,2.544130959585374,-0.21714297799084198,Freeflowing
Foto_117,-0.7977585041753983,-0.5421503832016626,-1.0747187705670298,-0.38280338062017605,-0.5458561274477437,1.3408970858426823,-0.34962814641716444,-0.10531372219339007,2.351065320923214,0.10626662785666792,Freeflowing
Foto_118,-0.9914102068746686,-0.6686101184653946,-1.0983725206525263,-0.09657914283064117,-0.3322440780647825,1.6076870566965553,-0.2595444891881249,-0.06805585915654593,2.130150130824497,-0.22302077228836878,Freeflowing
Foto_119,-0.8136309107853945,-0.5974647734204962,-0.8439370008932923,-0.2386588372179976,-0.44937377207954815,1.312402960788137,-0.28428021054958674,-0.25280600561954303,2.461049202564991,-0.29330065278726947,Freeflowing
Foto_120,-1.0893107945612173,-0.6629839155293967,-1.2501164826396105,-0.09824595101423966,-0.28828903692506824,1.7034827707306475,-0.2047239920564769,-0.028262817904687428,1.942462210460304,-0.024011990560255273,Freeflowing
Foto_121,-1.0728121133720174,-0.5034112594761498,-1.5634966030057922,-0.3492823199629647,-0.3495696059639212,1.5756775294463492,-0.2544779396473055,0.13982209666554932,1.6954757918452272,0.6820744234710234,Freeflowing
Foto_122,-0.7912391894418279,-0.5685880865910156,-0.9992730091529968,-0.3345500394159505,-0.5006702129974235,1.2670519452548188,-0.33293487000825517,-0.15122831164252146,2.4391803844193785,-0.027748610424207263,Freeflowing
Foto_123,-0.8580616452032336,-0.6123196821207576,-0.8815754165300747,-0.2085019454124594,-0.4375800873585467,1.4117747342522173,-0.27515722995801445,-0.22760276805891302,2.3813061458239266,-0.29228210543414523,Freeflowing
