ImageId,Classe,Feature_LBP_1,Feature_LBP_2,Feature_LBP_3,Feature_LBP_4,Feature_LBP_5,Feature_LBP_6,Feature_LBP_7,Feature_LBP_8,Feature_LBP_9,Feature_LBP_10
Parteck 50.jpg,Cohesive,0.07501220703125,0.09413655598958333,0.028706868489583332,0.06372748480902778,0.05683729383680555,0.11254204644097222,0.08375379774305555,0.1077541775173611,0.17708333333333334,0.2004462348090278
Parteck 50.jpg,Cohesive,0.0894436306423611,0.09972466362847222,0.031426323784722224,0.05557590060763889,0.05435519748263889,0.1075100368923611,0.0801120334201389,0.10869683159722222,0.16507975260416666,0.2080756293402778
Parteck 50.jpg,Cohesive,0.09069146050347222,0.09785291883680555,0.029961480034722224,0.054450141059027776,0.054219563802083336,0.10877821180555555,0.080322265625,0.10966661241319445,0.1666327582465278,0.2074245876736111
Parteck 50.jpg,Cohesive,0.0916476779513889,0.09862603081597222,0.031426323784722224,0.05506727430555555,0.057061089409722224,0.10884602864583333,0.08030870225694445,0.10803900824652778,0.16158040364583334,0.2073974609375
Parteck 50.jpg,Cohesive,0.09539116753472222,0.09941270616319445,0.03213840060763889,0.054524739583333336,0.059773763020833336,0.11277940538194445,0.076904296875,0.10759819878472222,0.15681966145833334,0.2046576605902778
Parteck 50.jpg,Cohesive,0.09372965494791667,0.09954833984375,0.031500922309027776,0.05343967013888889,0.056783040364583336,0.10949028862847222,0.0788913302951389,0.10829671223958333,0.15873209635416666,0.2095879448784722
Parteck 50.jpg,Cohesive,0.09271240234375,0.10008409288194445,0.031222873263888888,0.055548773871527776,0.055908203125,0.11054823133680555,0.07808430989583333,0.10748291015625,0.16062418619791666,0.20778401692708334
Parteck 50.jpg,Cohesive,0.08997260199652778,0.0990939670138889,0.030626085069444444,0.055643717447916664,0.05495876736111111,0.10839165581597222,0.07961018880208333,0.1087646484375,0.16557481553819445,0.2073635525173611
Parteck 50.jpg,Cohesive,0.07646348741319445,0.09564208984375,0.028550889756944444,0.06230333116319445,0.05386013454861111,0.1106228298611111,0.0852389865451389,0.11094835069444445,0.1766357421875,0.1997341579861111
Parteck 50.jpg,Cohesive,0.08020697699652778,0.09678819444444445,0.0313720703125,0.05889892578125,0.05784776475694445,0.11039903428819445,0.08308241102430555,0.1092190212673611,0.1704644097222222,0.20172119140625
Parteck 50.jpg,Cohesive,0.0940212673611111,0.10213216145833333,0.031439887152777776,0.053887261284722224,0.05364990234375,0.1056179470486111,0.07921685112847222,0.10835774739583333,0.16180419921875,0.2098727756076389
Parteck 50.jpg,Cohesive,0.09346516927083333,0.10108778211805555,0.030544704861111112,0.05325656467013889,0.05622694227430555,0.10890706380208333,0.07945421006944445,0.10725233289930555,0.1596611870659722,0.21014404296875
Parteck 50.jpg,Cohesive,0.09595404730902778,0.10078938802083333,0.03144666883680555,0.053568522135416664,0.057929144965277776,0.11009385850694445,0.07752143012152778,0.1076321072048611,0.1577690972222222,0.20729573567708334
