ImageId,Classe,Feature_LBP_1,Feature_LBP_2,Feature_LBP_3,Feature_LBP_4,Feature_LBP_5,Feature_LBP_6,Feature_LBP_7,Feature_LBP_8,Feature_LBP_9,Feature_LBP_10
Parteck 50.jpg,Cohesive,0.06639946831597222,0.093017578125,0.028571234809027776,0.06846788194444445,0.06173366970486111,0.12133110894097222,0.08716498480902778,0.1058010525173611,0.17946370442708334,0.18804931640625
Parteck 50.jpg,Cohesive,0.08088514539930555,0.09745958116319445,0.031046549479166668,0.06124538845486111,0.060099283854166664,0.1143459743923611,0.08482530381944445,0.10767279730902778,0.1651611328125,0.1972588433159722
Parteck 50.jpg,Cohesive,0.08302137586805555,0.09880913628472222,0.031209309895833332,0.06011962890625,0.05949571397569445,0.115234375,0.0827975802951389,0.10789659288194445,0.1648288302951389,0.1965874565972222
Parteck 50.jpg,Cohesive,0.08222113715277778,0.0988498263888889,0.03187391493055555,0.0596923828125,0.061482747395833336,0.1150173611111111,0.08197699652777778,0.10820855034722222,0.16304524739583334,0.1976318359375
Parteck 50.jpg,Cohesive,0.08556450737847222,0.09907362196180555,0.03189425998263889,0.059502495659722224,0.0628390842013889,0.11637369791666667,0.08171251085069445,0.10731336805555555,0.15897623697916666,0.1967502170138889
Parteck 50.jpg,Cohesive,0.0884128146701389,0.098876953125,0.03260633680555555,0.05727810329861111,0.0636935763888889,0.11726209852430555,0.08058675130208333,0.1062282986111111,0.15627034505208334,0.1987847222222222
Parteck 50.jpg,Cohesive,0.08848741319444445,0.09981282552083333,0.032538519965277776,0.056816948784722224,0.06039089626736111,0.11546495225694445,0.08136664496527778,0.1061062282986111,0.15749104817708334,0.20152452256944445
Parteck 50.jpg,Cohesive,0.0847507052951389,0.09796142578125,0.033040364583333336,0.059455023871527776,0.06013319227430555,0.11622450086805555,0.08125135633680555,0.10658772786458333,0.16257731119791666,0.19801839192708334
Parteck 50.jpg,Cohesive,0.08116319444444445,0.09893798828125,0.031514485677083336,0.0604248046875,0.060187445746527776,0.11499701605902778,0.08320448133680555,0.10841878255208333,0.1634792751736111,0.19767252604166666
Parteck 50.jpg,Cohesive,0.06629096137152778,0.09348551432291667,0.030097113715277776,0.06766764322916667,0.05995008680555555,0.12166341145833333,0.0870700412326389,0.10808648003472222,0.1784735785590278,0.18721516927083334
